ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93241,2,2026,Elec- Agricultural,Y,0,0,
93241,3,2026,Elec- Agricultural,Y,0,0,
93242,1,2026,Elec- Agricultural,Y,0,0,
93242,2,2026,Elec- Agricultural,Y,0,0,
93242,3,2026,Elec- Agricultural,N,221,"2,838,852","12,845"
93243,1,2026,Elec- Agricultural,Y,0,0,
93243,2,2026,Elec- Agricultural,Y,0,0,
93243,3,2026,Elec- Agricultural,Y,0,0,
93245,1,2026,Elec- Agricultural,Y,661,"3,457,870","5,231"
93245,2,2026,Elec- Agricultural,N,457,"1,441,990","3,155"
93245,3,2026,Elec- Agricultural,N,457,"4,837,789","10,586"
93249,1,2026,Elec- Agricultural,Y,0,0,
93249,2,2026,Elec- Agricultural,Y,0,0,
93249,3,2026,Elec- Agricultural,Y,0,0,
93250,1,2026,Elec- Agricultural,Y,0,0,
93250,2,2026,Elec- Agricultural,Y,156,"967,832","6,204"
93250,3,2026,Elec- Agricultural,Y,0,0,
93251,1,2026,Elec- Agricultural,Y,0,0,
93251,2,2026,Elec- Agricultural,Y,0,0,
93251,3,2026,Elec- Agricultural,Y,0,0,
93252,1,2026,Elec- Agricultural,Y,0,0,
93252,2,2026,Elec- Agricultural,Y,0,0,
93252,3,2026,Elec- Agricultural,Y,0,0,
93254,1,2026,Elec- Agricultural,Y,0,0,
93254,2,2026,Elec- Agricultural,Y,0,0,
93254,3,2026,Elec- Agricultural,Y,0,0,
93256,1,2026,Elec- Agricultural,Y,0,0,
93256,2,2026,Elec- Agricultural,Y,0,0,
93256,3,2026,Elec- Agricultural,Y,0,0,
93262,1,2026,Elec- Agricultural,Y,0,0,
93262,2,2026,Elec- Agricultural,Y,0,0,
93262,3,2026,Elec- Agricultural,Y,0,0,
93263,1,2026,Elec- Agricultural,Y,0,0,
93263,2,2026,Elec- Agricultural,Y,424,"10,122,169","23,873"
93263,3,2026,Elec- Agricultural,Y,0,0,
93266,1,2026,Elec- Agricultural,Y,0,0,
93266,2,2026,Elec- Agricultural,Y,0,0,
93266,3,2026,Elec- Agricultural,Y,0,0,
93268,1,2026,Elec- Agricultural,Y,0,0,
93268,2,2026,Elec- Agricultural,Y,0,0,
93268,3,2026,Elec- Agricultural,Y,0,0,
93272,1,2026,Elec- Agricultural,Y,0,0,
93272,2,2026,Elec- Agricultural,Y,0,0,
93272,3,2026,Elec- Agricultural,Y,0,0,
93274,1,2026,Elec- Agricultural,Y,0,0,
93274,2,2026,Elec- Agricultural,Y,0,0,
93274,3,2026,Elec- Agricultural,Y,0,0,
93276,1,2026,Elec- Agricultural,Y,0,0,
93276,2,2026,Elec- Agricultural,Y,0,0,
93276,3,2026,Elec- Agricultural,Y,0,0,
93277,1,2026,Elec- Agricultural,Y,0,0,
93277,2,2026,Elec- Agricultural,Y,0,0,
93277,3,2026,Elec- Agricultural,Y,0,0,
93280,1,2026,Elec- Agricultural,Y,"1,042","14,742,161","14,148"
93280,2,2026,Elec- Agricultural,Y,372,"12,561,578","33,768"
93280,3,2026,Elec- Agricultural,Y,859,"37,551,988","43,716"
93286,1,2026,Elec- Agricultural,Y,0,0,
93286,2,2026,Elec- Agricultural,Y,0,0,
93286,3,2026,Elec- Agricultural,Y,0,0,
93291,1,2026,Elec- Agricultural,Y,0,0,
93291,2,2026,Elec- Agricultural,Y,0,0,
93291,3,2026,Elec- Agricultural,Y,0,0,
93292,1,2026,Elec- Agricultural,Y,0,0,
93292,2,2026,Elec- Agricultural,Y,0,0,
93292,3,2026,Elec- Agricultural,Y,0,0,
93301,1,2026,Elec- Agricultural,Y,0,0,
93301,2,2026,Elec- Agricultural,Y,97,"556,714","5,739"
93301,3,2026,Elec- Agricultural,Y,0,0,
93304,1,2026,Elec- Agricultural,Y,0,0,
93304,2,2026,Elec- Agricultural,Y,0,0,
93304,3,2026,Elec- Agricultural,Y,165,"2,648,192","16,050"
93305,1,2026,Elec- Agricultural,Y,0,0,
93305,2,2026,Elec- Agricultural,Y,0,0,
93305,3,2026,Elec- Agricultural,Y,0,0,
93306,1,2026,Elec- Agricultural,Y,0,0,
93306,2,2026,Elec- Agricultural,Y,0,0,
93306,3,2026,Elec- Agricultural,Y,0,0,
93307,1,2026,Elec- Agricultural,Y,"1,075","12,424,793","11,558"
93307,2,2026,Elec- Agricultural,Y,"1,066","16,143,005","15,144"
93307,3,2026,Elec- Agricultural,Y,561,"19,868,980","35,417"
93308,1,2026,Elec- Agricultural,Y,0,0,
93308,2,2026,Elec- Agricultural,Y,0,0,
93308,3,2026,Elec- Agricultural,Y,0,0,
93309,1,2026,Elec- Agricultural,Y,0,0,
93309,2,2026,Elec- Agricultural,Y,0,0,
93309,3,2026,Elec- Agricultural,Y,0,0,
93311,1,2026,Elec- Agricultural,Y,0,0,
93311,2,2026,Elec- Agricultural,Y,0,0,
93311,3,2026,Elec- Agricultural,Y,0,0,
93312,1,2026,Elec- Agricultural,Y,0,0,
93312,2,2026,Elec- Agricultural,Y,0,0,
93312,3,2026,Elec- Agricultural,Y,0,0,
93313,1,2026,Elec- Agricultural,Y,0,0,
93313,2,2026,Elec- Agricultural,Y,0,0,
93313,3,2026,Elec- Agricultural,Y,335,"12,631,865","37,707"
93314,1,2026,Elec- Agricultural,Y,0,0,
93314,2,2026,Elec- Agricultural,Y,0,0,
93314,3,2026,Elec- Agricultural,Y,95,"2,608,448","27,457"
93401,1,2026,Elec- Agricultural,Y,130,"119,929",923
93401,2,2026,Elec- Agricultural,Y,260,"251,889",969
93401,3,2026,Elec- Agricultural,Y,0,0,
93402,1,2026,Elec- Agricultural,Y,0,0,
93402,2,2026,Elec- Agricultural,Y,0,0,
93402,3,2026,Elec- Agricultural,Y,0,0,
93405,1,2026,Elec- Agricultural,Y,0,0,
93405,2,2026,Elec- Agricultural,Y,0,0,
93405,3,2026,Elec- Agricultural,Y,0,0,
93420,1,2026,Elec- Agricultural,Y,826,"8,763,902","10,610"
93420,2,2026,Elec- Agricultural,Y,829,"9,187,888","11,083"
93420,3,2026,Elec- Agricultural,Y,0,0,
93422,1,2026,Elec- Agricultural,Y,0,0,
93422,2,2026,Elec- Agricultural,Y,0,0,
93422,3,2026,Elec- Agricultural,Y,0,0,
93426,1,2026,Elec- Agricultural,Y,0,0,
93426,2,2026,Elec- Agricultural,Y,0,0,
93426,3,2026,Elec- Agricultural,Y,0,0,
93427,1,2026,Elec- Agricultural,Y,156,"185,597","1,190"
93427,2,2026,Elec- Agricultural,Y,0,0,
93427,3,2026,Elec- Agricultural,Y,0,0,
93428,1,2026,Elec- Agricultural,Y,0,0,
93428,2,2026,Elec- Agricultural,Y,0,0,
93428,3,2026,Elec- Agricultural,Y,0,0,
93430,1,2026,Elec- Agricultural,Y,0,0,
93430,2,2026,Elec- Agricultural,Y,0,0,
93430,3,2026,Elec- Agricultural,Y,0,0,
93432,1,2026,Elec- Agricultural,Y,0,0,
93432,2,2026,Elec- Agricultural,Y,0,0,
93432,3,2026,Elec- Agricultural,Y,0,0,
93433,1,2026,Elec- Agricultural,Y,0,0,
93433,2,2026,Elec- Agricultural,Y,0,0,
93433,3,2026,Elec- Agricultural,Y,0,0,
93434,1,2026,Elec- Agricultural,Y,0,0,
93434,2,2026,Elec- Agricultural,Y,0,0,
93434,3,2026,Elec- Agricultural,Y,0,0,
93435,1,2026,Elec- Agricultural,Y,0,0,
93435,2,2026,Elec- Agricultural,Y,0,0,
93435,3,2026,Elec- Agricultural,Y,0,0,
93436,1,2026,Elec- Agricultural,Y,139,"384,514","2,766"
93436,2,2026,Elec- Agricultural,Y,139,"459,207","3,304"
93436,3,2026,Elec- Agricultural,Y,293,"1,499,599","5,118"
93437,1,2026,Elec- Agricultural,Y,0,0,
93437,2,2026,Elec- Agricultural,Y,0,0,
93437,3,2026,Elec- Agricultural,Y,0,0,
93440,1,2026,Elec- Agricultural,N,62,"94,603","1,526"
93441,1,2026,Elec- Agricultural,Y,0,0,
93441,2,2026,Elec- Agricultural,Y,0,0,
93441,3,2026,Elec- Agricultural,N,51,"140,928","2,763"
93442,1,2026,Elec- Agricultural,Y,130,"125,834",968
93442,2,2026,Elec- Agricultural,Y,0,0,
93442,3,2026,Elec- Agricultural,Y,163,"264,531","1,623"
93444,1,2026,Elec- Agricultural,Y,0,0,
93444,2,2026,Elec- Agricultural,Y,0,0,
93444,3,2026,Elec- Agricultural,Y,0,0,
93445,1,2026,Elec- Agricultural,Y,0,0,
93445,2,2026,Elec- Agricultural,Y,0,0,
93445,3,2026,Elec- Agricultural,Y,0,0,
93446,1,2026,Elec- Agricultural,Y,"2,051","22,818,866","11,126"
93446,2,2026,Elec- Agricultural,Y,941,"864,039",918
93446,3,2026,Elec- Agricultural,Y,942,"1,855,266","1,969"
93449,1,2026,Elec- Agricultural,Y,0,0,
93449,2,2026,Elec- Agricultural,Y,0,0,
93449,3,2026,Elec- Agricultural,Y,0,0,
93450,1,2026,Elec- Agricultural,Y,0,0,
93450,2,2026,Elec- Agricultural,Y,0,0,
93450,3,2026,Elec- Agricultural,Y,0,0,
93451,1,2026,Elec- Agricultural,Y,0,0,
93451,2,2026,Elec- Agricultural,Y,0,0,
93451,3,2026,Elec- Agricultural,Y,0,0,
93452,1,2026,Elec- Agricultural,Y,0,0,
93452,2,2026,Elec- Agricultural,Y,0,0,
93452,3,2026,Elec- Agricultural,Y,0,0,
93453,1,2026,Elec- Agricultural,Y,0,0,
93453,2,2026,Elec- Agricultural,Y,0,0,
93453,3,2026,Elec- Agricultural,Y,0,0,
93454,1,2026,Elec- Agricultural,Y,0,0,
93454,2,2026,Elec- Agricultural,Y,0,0,
93454,3,2026,Elec- Agricultural,Y,867,"17,829,783","20,565"
93455,1,2026,Elec- Agricultural,Y,0,0,
93455,2,2026,Elec- Agricultural,Y,0,0,
93455,3,2026,Elec- Agricultural,Y,0,0,
93458,1,2026,Elec- Agricultural,Y,0,0,
93458,2,2026,Elec- Agricultural,Y,0,0,
93458,3,2026,Elec- Agricultural,Y,0,0,
93460,1,2026,Elec- Agricultural,Y,189,"315,023","1,667"
93460,2,2026,Elec- Agricultural,Y,344,"499,138","1,451"
93460,3,2026,Elec- Agricultural,Y,189,"574,136","3,038"
93461,1,2026,Elec- Agricultural,Y,0,0,
93461,2,2026,Elec- Agricultural,Y,0,0,
93461,3,2026,Elec- Agricultural,Y,0,0,
93463,1,2026,Elec- Agricultural,Y,0,0,
93463,2,2026,Elec- Agricultural,Y,0,0,
93463,3,2026,Elec- Agricultural,Y,0,0,
93465,1,2026,Elec- Agricultural,Y,0,0,
93465,2,2026,Elec- Agricultural,Y,0,0,
93465,3,2026,Elec- Agricultural,Y,0,0,
93601,1,2026,Elec- Agricultural,Y,0,0,
93601,2,2026,Elec- Agricultural,Y,0,0,
93601,3,2026,Elec- Agricultural,Y,0,0,
93602,1,2026,Elec- Agricultural,Y,0,0,
93602,2,2026,Elec- Agricultural,Y,0,0,
93602,3,2026,Elec- Agricultural,Y,0,0,
93603,1,2026,Elec- Agricultural,Y,0,0,
93603,2,2026,Elec- Agricultural,Y,0,0,
93603,3,2026,Elec- Agricultural,Y,0,0,
93608,1,2026,Elec- Agricultural,Y,0,0,
93608,2,2026,Elec- Agricultural,Y,0,0,
93608,3,2026,Elec- Agricultural,Y,273,"6,766,430","24,785"
93609,1,2026,Elec- Agricultural,Y,0,0,
93609,2,2026,Elec- Agricultural,Y,448,"3,366,603","7,515"
93609,3,2026,Elec- Agricultural,Y,244,"4,457,128","18,267"
93610,1,2026,Elec- Agricultural,Y,0,0,
93610,2,2026,Elec- Agricultural,Y,659,"6,332,109","9,609"
93610,3,2026,Elec- Agricultural,N,455,"18,682,573","41,061"
93611,1,2026,Elec- Agricultural,Y,0,0,
93611,2,2026,Elec- Agricultural,Y,0,0,
93611,3,2026,Elec- Agricultural,Y,0,0,
93612,1,2026,Elec- Agricultural,Y,0,0,
93612,2,2026,Elec- Agricultural,Y,0,0,
93612,3,2026,Elec- Agricultural,Y,0,0,
93614,1,2026,Elec- Agricultural,Y,0,0,
93614,2,2026,Elec- Agricultural,Y,0,0,
93614,3,2026,Elec- Agricultural,Y,0,0,
93615,1,2026,Elec- Agricultural,Y,0,0,
93615,2,2026,Elec- Agricultural,Y,0,0,
93615,3,2026,Elec- Agricultural,Y,0,0,
93616,1,2026,Elec- Agricultural,Y,0,0,
93616,2,2026,Elec- Agricultural,Y,0,0,
93616,3,2026,Elec- Agricultural,Y,0,0,
93618,1,2026,Elec- Agricultural,Y,0,0,
93618,2,2026,Elec- Agricultural,Y,"1,420","5,935,643","4,180"
93618,3,2026,Elec- Agricultural,Y,"1,303","11,039,604","8,472"
93619,1,2026,Elec- Agricultural,Y,0,0,
93619,2,2026,Elec- Agricultural,Y,0,0,
93619,3,2026,Elec- Agricultural,Y,0,0,
93620,1,2026,Elec- Agricultural,Y,334,"2,827,942","8,467"
93620,2,2026,Elec- Agricultural,Y,332,"2,857,060","8,606"
93620,3,2026,Elec- Agricultural,N,231,"2,525,803","10,934"
93621,1,2026,Elec- Agricultural,Y,0,0,
93621,2,2026,Elec- Agricultural,Y,0,0,
93621,3,2026,Elec- Agricultural,Y,0,0,
93622,1,2026,Elec- Agricultural,N,249,"1,099,010","4,414"
93622,2,2026,Elec- Agricultural,N,247,"1,713,996","6,939"
93622,3,2026,Elec- Agricultural,N,247,"4,028,298","16,309"
93624,3,2026,Elec- Agricultural,N,110,"2,675,905","24,326"
93625,1,2026,Elec- Agricultural,Y,0,0,
93625,2,2026,Elec- Agricultural,Y,0,0,
93625,3,2026,Elec- Agricultural,Y,0,0,
93626,1,2026,Elec- Agricultural,Y,0,0,
93626,2,2026,Elec- Agricultural,Y,0,0,
93626,3,2026,Elec- Agricultural,Y,0,0,
93627,1,2026,Elec- Agricultural,Y,0,0,
93627,2,2026,Elec- Agricultural,Y,0,0,
93627,3,2026,Elec- Agricultural,Y,0,0,
93630,1,2026,Elec- Agricultural,Y,0,0,
93630,2,2026,Elec- Agricultural,Y,774,"5,159,266","6,666"
93630,3,2026,Elec- Agricultural,N,505,"9,386,902","18,588"
93631,1,2026,Elec- Agricultural,Y,0,0,
93631,2,2026,Elec- Agricultural,Y,0,0,
93631,3,2026,Elec- Agricultural,N,472,"3,594,245","7,615"
93635,1,2026,Elec- Agricultural,Y,507,"2,862,743","5,646"
93635,2,2026,Elec- Agricultural,Y,508,"2,709,838","5,334"
93635,3,2026,Elec- Agricultural,Y,564,"5,794,213","10,273"
93636,1,2026,Elec- Agricultural,Y,0,0,
93636,2,2026,Elec- Agricultural,Y,0,0,
93636,3,2026,Elec- Agricultural,Y,0,0,
93637,1,2026,Elec- Agricultural,Y,"1,973","11,340,701","5,748"
93637,2,2026,Elec- Agricultural,Y,"1,035","7,103,247","6,863"
93637,3,2026,Elec- Agricultural,N,630,"17,912,299","28,432"
93638,1,2026,Elec- Agricultural,Y,0,0,
93638,2,2026,Elec- Agricultural,Y,0,0,
93638,3,2026,Elec- Agricultural,Y,394,"5,780,880","14,672"
93640,1,2026,Elec- Agricultural,Y,0,0,
93640,2,2026,Elec- Agricultural,Y,0,0,
93640,3,2026,Elec- Agricultural,N,135,"2,639,206","19,550"
93641,1,2026,Elec- Agricultural,Y,0,0,
93641,2,2026,Elec- Agricultural,Y,0,0,
93641,3,2026,Elec- Agricultural,Y,0,0,
93643,1,2026,Elec- Agricultural,Y,0,0,
93643,2,2026,Elec- Agricultural,Y,0,0,
93643,3,2026,Elec- Agricultural,Y,0,0,
93644,1,2026,Elec- Agricultural,Y,0,0,
93644,2,2026,Elec- Agricultural,Y,0,0,
93644,3,2026,Elec- Agricultural,Y,0,0,
93645,1,2026,Elec- Agricultural,Y,0,0,
93645,2,2026,Elec- Agricultural,Y,0,0,
93645,3,2026,Elec- Agricultural,Y,0,0,
93646,1,2026,Elec- Agricultural,Y,0,0,
93646,2,2026,Elec- Agricultural,Y,0,0,
93646,3,2026,Elec- Agricultural,Y,0,0,
93647,1,2026,Elec- Agricultural,Y,0,0,
93647,2,2026,Elec- Agricultural,Y,0,0,
93647,3,2026,Elec- Agricultural,Y,0,0,
93648,1,2026,Elec- Agricultural,Y,0,0,
93648,2,2026,Elec- Agricultural,Y,0,0,
93648,3,2026,Elec- Agricultural,Y,0,0,
93650,1,2026,Elec- Agricultural,Y,0,0,
93650,2,2026,Elec- Agricultural,Y,0,0,
93650,3,2026,Elec- Agricultural,Y,0,0,
93651,1,2026,Elec- Agricultural,Y,0,0,
93651,2,2026,Elec- Agricultural,Y,0,0,
93651,3,2026,Elec- Agricultural,Y,0,0,
93652,1,2026,Elec- Agricultural,Y,0,0,
93652,2,2026,Elec- Agricultural,Y,0,0,
93652,3,2026,Elec- Agricultural,Y,0,0,
93653,1,2026,Elec- Agricultural,Y,0,0,
93653,2,2026,Elec- Agricultural,Y,0,0,
93653,3,2026,Elec- Agricultural,Y,0,0,
93654,1,2026,Elec- Agricultural,Y,0,0,
93654,2,2026,Elec- Agricultural,Y,0,0,
93654,3,2026,Elec- Agricultural,Y,0,0,
93656,1,2026,Elec- Agricultural,Y,0,0,
93656,2,2026,Elec- Agricultural,Y,0,0,
93656,3,2026,Elec- Agricultural,N,204,"7,810,212","38,285"
93657,1,2026,Elec- Agricultural,Y,"1,821","7,076,316","3,886"
93657,2,2026,Elec- Agricultural,Y,"1,344","6,524,036","4,854"
93657,3,2026,Elec- Agricultural,Y,"1,576","10,788,000","6,845"
93660,1,2026,Elec- Agricultural,Y,0,0,
93660,2,2026,Elec- Agricultural,Y,0,0,
93660,3,2026,Elec- Agricultural,Y,0,0,
93662,1,2026,Elec- Agricultural,Y,"4,925","19,642,104","3,988"
93662,2,2026,Elec- Agricultural,Y,"3,692","13,377,309","3,623"
93662,3,2026,Elec- Agricultural,Y,"2,932","23,304,693","7,948"
93667,1,2026,Elec- Agricultural,Y,0,0,
93667,2,2026,Elec- Agricultural,Y,0,0,
93667,3,2026,Elec- Agricultural,Y,0,0,
93668,1,2026,Elec- Agricultural,Y,0,0,
93668,2,2026,Elec- Agricultural,Y,0,0,
93668,3,2026,Elec- Agricultural,Y,0,0,
93675,1,2026,Elec- Agricultural,Y,0,0,
93675,2,2026,Elec- Agricultural,Y,0,0,
93675,3,2026,Elec- Agricultural,Y,0,0,
93701,1,2026,Elec- Agricultural,Y,0,0,
93701,2,2026,Elec- Agricultural,Y,0,0,
93701,3,2026,Elec- Agricultural,Y,0,0,
93702,1,2026,Elec- Agricultural,Y,0,0,
93702,2,2026,Elec- Agricultural,Y,0,0,
93702,3,2026,Elec- Agricultural,Y,0,0,
93703,1,2026,Elec- Agricultural,Y,0,0,
93703,2,2026,Elec- Agricultural,Y,0,0,
93703,3,2026,Elec- Agricultural,Y,0,0,
93704,1,2026,Elec- Agricultural,Y,0,0,
93704,2,2026,Elec- Agricultural,Y,0,0,
93704,3,2026,Elec- Agricultural,Y,0,0,
93705,1,2026,Elec- Agricultural,Y,0,0,
93705,2,2026,Elec- Agricultural,Y,0,0,
93705,3,2026,Elec- Agricultural,Y,0,0,
93706,1,2026,Elec- Agricultural,Y,0,0,
93706,2,2026,Elec- Agricultural,Y,0,0,
93706,3,2026,Elec- Agricultural,Y,0,0,
93710,1,2026,Elec- Agricultural,Y,0,0,
93710,2,2026,Elec- Agricultural,Y,0,0,
93710,3,2026,Elec- Agricultural,Y,0,0,
93711,1,2026,Elec- Agricultural,Y,0,0,
93711,2,2026,Elec- Agricultural,Y,0,0,
93711,3,2026,Elec- Agricultural,Y,0,0,
93720,1,2026,Elec- Agricultural,Y,0,0,
93720,2,2026,Elec- Agricultural,Y,0,0,
93720,3,2026,Elec- Agricultural,Y,0,0,
93721,1,2026,Elec- Agricultural,Y,0,0,
93721,2,2026,Elec- Agricultural,Y,0,0,
93721,3,2026,Elec- Agricultural,Y,0,0,
93722,1,2026,Elec- Agricultural,Y,0,0,
93722,2,2026,Elec- Agricultural,Y,0,0,
93722,3,2026,Elec- Agricultural,Y,0,0,
93723,1,2026,Elec- Agricultural,Y,0,0,
93723,2,2026,Elec- Agricultural,Y,0,0,
93723,3,2026,Elec- Agricultural,Y,0,0,
93725,1,2026,Elec- Agricultural,Y,0,0,
93725,2,2026,Elec- Agricultural,Y,0,0,
93725,3,2026,Elec- Agricultural,Y,0,0,
93726,1,2026,Elec- Agricultural,Y,0,0,
93726,2,2026,Elec- Agricultural,Y,0,0,
93726,3,2026,Elec- Agricultural,Y,0,0,
93727,1,2026,Elec- Agricultural,Y,0,0,
93727,2,2026,Elec- Agricultural,Y,0,0,
93727,3,2026,Elec- Agricultural,Y,0,0,
93728,1,2026,Elec- Agricultural,Y,0,0,
93728,2,2026,Elec- Agricultural,Y,0,0,
93728,3,2026,Elec- Agricultural,Y,0,0,
93730,1,2026,Elec- Agricultural,Y,0,0,
93730,2,2026,Elec- Agricultural,Y,0,0,
93730,3,2026,Elec- Agricultural,Y,0,0,
93737,1,2026,Elec- Agricultural,Y,0,0,
93737,2,2026,Elec- Agricultural,Y,0,0,
93737,3,2026,Elec- Agricultural,Y,0,0,
93740,1,2026,Elec- Agricultural,Y,0,0,
93740,2,2026,Elec- Agricultural,Y,0,0,
93740,3,2026,Elec- Agricultural,Y,0,0,
93741,1,2026,Elec- Agricultural,Y,0,0,
93741,2,2026,Elec- Agricultural,Y,0,0,
93741,3,2026,Elec- Agricultural,Y,0,0,
93901,1,2026,Elec- Agricultural,Y,0,0,
93901,2,2026,Elec- Agricultural,Y,0,0,
93901,3,2026,Elec- Agricultural,Y,108,"5,041,059","46,676"
93905,1,2026,Elec- Agricultural,Y,0,0,
93905,2,2026,Elec- Agricultural,Y,0,0,
93905,3,2026,Elec- Agricultural,Y,0,0,
93906,1,2026,Elec- Agricultural,Y,0,0,
93906,2,2026,Elec- Agricultural,Y,0,0,
93906,3,2026,Elec- Agricultural,Y,0,0,
93907,1,2026,Elec- Agricultural,Y,0,0,
93907,2,2026,Elec- Agricultural,Y,0,0,
93907,3,2026,Elec- Agricultural,Y,232,"4,482,218","19,320"
93908,1,2026,Elec- Agricultural,Y,0,0,
93908,2,2026,Elec- Agricultural,Y,"1,248","23,290,281","18,662"
93908,3,2026,Elec- Agricultural,Y,182,"9,909,418","54,447"
93920,1,2026,Elec- Agricultural,Y,0,0,
93920,2,2026,Elec- Agricultural,Y,0,0,
93920,3,2026,Elec- Agricultural,Y,0,0,
93923,1,2026,Elec- Agricultural,Y,0,0,
93923,2,2026,Elec- Agricultural,Y,0,0,
93923,3,2026,Elec- Agricultural,Y,0,0,
93924,1,2026,Elec- Agricultural,Y,0,0,
93924,2,2026,Elec- Agricultural,Y,0,0,
93924,3,2026,Elec- Agricultural,Y,0,0,
93925,1,2026,Elec- Agricultural,Y,0,0,
93925,2,2026,Elec- Agricultural,Y,0,0,
93925,3,2026,Elec- Agricultural,Y,0,0,
93926,1,2026,Elec- Agricultural,Y,0,0,
93926,2,2026,Elec- Agricultural,Y,0,0,
93926,3,2026,Elec- Agricultural,Y,0,0,
93927,1,2026,Elec- Agricultural,Y,0,0,
93927,2,2026,Elec- Agricultural,Y,0,0,
93927,3,2026,Elec- Agricultural,Y,0,0,
93930,1,2026,Elec- Agricultural,Y,0,0,
93930,2,2026,Elec- Agricultural,Y,0,0,
93930,3,2026,Elec- Agricultural,Y,0,0,
93932,1,2026,Elec- Agricultural,Y,0,0,
93932,2,2026,Elec- Agricultural,Y,0,0,
93932,3,2026,Elec- Agricultural,Y,0,0,
93933,1,2026,Elec- Agricultural,Y,0,0,
93933,2,2026,Elec- Agricultural,Y,0,0,
93933,3,2026,Elec- Agricultural,Y,0,0,
93940,1,2026,Elec- Agricultural,Y,0,0,
93940,2,2026,Elec- Agricultural,Y,0,0,
93940,3,2026,Elec- Agricultural,Y,0,0,
93950,1,2026,Elec- Agricultural,Y,0,0,
93950,2,2026,Elec- Agricultural,Y,0,0,
93950,3,2026,Elec- Agricultural,Y,0,0,
93960,1,2026,Elec- Agricultural,Y,0,0,
93960,2,2026,Elec- Agricultural,Y,0,0,
93960,3,2026,Elec- Agricultural,Y,0,0,
94010,1,2026,Elec- Agricultural,Y,0,0,
94010,2,2026,Elec- Agricultural,Y,0,0,
94010,3,2026,Elec- Agricultural,Y,0,0,
94014,1,2026,Elec- Agricultural,Y,0,0,
94014,2,2026,Elec- Agricultural,Y,0,0,
94014,3,2026,Elec- Agricultural,Y,0,0,
94015,1,2026,Elec- Agricultural,Y,0,0,
94015,2,2026,Elec- Agricultural,Y,0,0,
94015,3,2026,Elec- Agricultural,Y,0,0,
94019,1,2026,Elec- Agricultural,Y,0,0,
94019,2,2026,Elec- Agricultural,Y,0,0,
94019,3,2026,Elec- Agricultural,Y,0,0,
94020,1,2026,Elec- Agricultural,Y,0,0,
94020,2,2026,Elec- Agricultural,Y,0,0,
94020,3,2026,Elec- Agricultural,Y,0,0,
94022,1,2026,Elec- Agricultural,Y,0,0,
